result,white_elo,black_elo,opening,num_moves,moves
0-1,1639,1638,English Opening: Carls-Bremen System,34,1. c4 { [%clk 0:10:00] } 1... Nf6 { [%clk 0:10:00] } 2. Nc3 { [%clk 0:09:59] } 2... e5 { [%clk 0:09:59] } 3. g3 { [%clk 0:09:58] } 3... Nc6 { [%clk 0:09:56] } 4. Bg2 { [%clk 0:09:57] } 4... Bc5 { [%clk 0:09:54] } 5. Nf3 { [%clk 0:09:56] } 5... d6 { [%clk 0:09:51] } 6. O-O { [%clk 0:09:55] } 6... O-O { [%clk 0:09:49] } 7. a3 { [%clk 0:09:53] } 7... Be6 { [%clk 0:09:48] } 8. d3 { [%clk 0:09:52] } 8... h6 { [%clk 0:09:43] } 9. b4 { [%clk 0:09:50] } 9... Bb6 { [%clk 0:09:40] } 10. Rb1 { [%clk 0:09:38] } 10... a5 { [%clk 0:09:34] } 11. b5 { [%clk 0:09:36] } 11... Nd4 { [%clk 0:09:27] } 12. Nxd4 { [%clk 0:09:33] } 12... exd4 { [%clk 0:09:26] } 13. Na4 { [%clk 0:09:28] } 13... d5 { [%clk 0:09:20] } 14. Nxb6 { [%clk 0:09:26] } 14... cxb6 { [%clk 0:09:18] } 15. cxd5 { [%clk 0:09:24] } 15... Nxd5 { [%clk 0:09:18] } 16. Bb2 { [%clk 0:09:19] } 16... Qf6 { [%clk 0:09:08] } 17. e3 { [%clk 0:08:57] } 17... Nc3 { [%clk 0:08:59] } 18. Bxc3 { [%clk 0:08:50] } 18... dxc3 { [%clk 0:08:59] } 19. Bxb7 { [%clk 0:08:49] } 19... Rab8 { [%clk 0:08:57] } 20. Bc6 { [%clk 0:08:46] } 20... Rbc8 { [%clk 0:08:29] } 21. Qc1 { [%clk 0:08:44] } 21... Rfd8 { [%clk 0:08:22] } 22. d4 { [%clk 0:08:42] } 22... Bd7 { [%clk 0:08:18] } 23. Qxc3 { [%clk 0:08:39] } 23... Bxc6 { [%clk 0:08:17] } 24. bxc6 { [%clk 0:08:38] } 24... Rxc6 { [%clk 0:08:17] } 25. Qd3 { [%clk 0:08:21] } 25... Qd6 { [%clk 0:08:03] } 26. Rfc1 { [%clk 0:08:04] } 26... Rdc8 { [%clk 0:07:55] } 27. Rxc6 { [%clk 0:08:02] } 27... Rxc6 { [%clk 0:07:55] } 28. Rb5 { [%clk 0:07:51] } 28... Qc7 { [%clk 0:07:37] } 29. Qe4 { [%clk 0:07:38] } 29... Qb7 { [%clk 0:07:25] } 30. Kg2 { [%clk 0:07:33] } 30... f5 { [%clk 0:07:17] } 31. Qe8+ { [%clk 0:07:28] } 31... Kh7 { [%clk 0:07:14] } 32. f3 { [%clk 0:07:24] } 32... Rc2+ { [%clk 0:07:06] } 33. Kh3 { [%clk 0:07:22] } 33... Qxf3 { [%clk 0:07:05] } 34. Qe5 { [%clk 0:07:07] } 34... Qg4# { [%clk 0:07:00] }
1-0,1830,1886,Scandinavian Defense: Main Line,26,1. e4 { [%clk 0:10:00] } 1... d5 { [%clk 0:10:00] } 2. exd5 { [%clk 0:09:58] } 2... Qxd5 { [%clk 0:09:59] } 3. Nc3 { [%clk 0:09:57] } 3... Qa5 { [%clk 0:09:57] } 4. Nf3 { [%clk 0:09:57] } 4... Nf6 { [%clk 0:09:54] } 5. Bc4 { [%clk 0:09:52] } 5... Bf5 { [%clk 0:09:50] } 6. d3 { [%clk 0:09:44] } 6... e6 { [%clk 0:09:48] } 7. Bd2 { [%clk 0:09:43] } 7... c6 { [%clk 0:09:47] } 8. Ne4 { [%clk 0:09:40] } 8... Qd8 { [%clk 0:09:43] } 9. Nxf6+ { [%clk 0:09:32] } 9... gxf6 { [%clk 0:09:40] } 10. Qe2 { [%clk 0:09:28] } 10... Bd6 { [%clk 0:09:35] } 11. Nd4 { [%clk 0:09:19] } 11... Bg6 { [%clk 0:09:28] } 12. O-O-O { [%clk 0:09:01] } 12... Be5 { [%clk 0:09:07] } 13. Nf3 { [%clk 0:08:47] } 13... Bh5 { [%clk 0:08:52] } 14. Rde1 { [%clk 0:08:39] } 14... Qb6 { [%clk 0:08:33] } 15. b3 { [%clk 0:07:54] } 15... Qc5 { [%clk 0:08:00] } 16. h3 { [%clk 0:07:45] } 16... Qa3+ { [%clk 0:07:23] } 17. Kd1 { [%clk 0:07:37] } 17... Qxa2 { [%clk 0:07:16] } 18. g4 { [%clk 0:07:31] } 18... Qb1+ { [%clk 0:07:11] } 19. Bc1 { [%clk 0:07:29] } 19... Bf4 { [%clk 0:07:07] } 20. Nd2 { [%clk 0:07:21] } 20... Bxd2 { [%clk 0:06:55] } 21. Kxd2 { [%clk 0:07:14] } 21... Bxg4 { [%clk 0:05:51] } 22. hxg4 { [%clk 0:06:55] } 22... Qa2 { [%clk 0:05:46] } 23. Bxe6 { [%clk 0:06:51] } 23... Qa5+ { [%clk 0:05:41] } 24. Kd1 { [%clk 0:06:40] } 24... Qe5 { [%clk 0:05:26] } 25. Bf5 { [%clk 0:06:23] } 25... Qxe2+ { [%clk 0:05:18] } 26. Rxe2+ { [%clk 0:06:23] } 26... Kf8 { [%clk 0:05:15] } 27. Bh6+ { [%clk 0:06:22] }
1-0,1467,1472,Nimzo-Larsen Attack,17,1. b3 { [%clk 0:10:00] } 1... g6 { [%clk 0:10:00] } 2. Bb2 { [%clk 0:10:00] } 2... Nf6 { [%clk 0:09:59] } 3. e3 { [%clk 0:09:58] } 3... Bg7 { [%clk 0:09:57] } 4. g3 { [%clk 0:09:53] } 4... b6 { [%clk 0:09:55] } 5. Bg2 { [%clk 0:09:51] } 5... Nc6 { [%clk 0:09:54] } 6. d3 { [%clk 0:09:49] } 6... O-O { [%clk 0:09:51] } 7. Ne2 { [%clk 0:09:48] } 7... Bb7 { [%clk 0:09:50] } 8. Nd2 { [%clk 0:09:45] } 8... Na5 { [%clk 0:09:47] } 9. Bxb7 { [%clk 0:09:29] } 9... Nxb7 { [%clk 0:09:47] } 10. h3 { [%clk 0:09:27] } 10... d6 { [%clk 0:09:39] } 11. g4 { [%clk 0:09:25] } 11... e5 { [%clk 0:09:35] } 12. Ng3 { [%clk 0:09:24] } 12... c5 { [%clk 0:09:29] } 13. g5 { [%clk 0:09:22] } 13... Nd5 { [%clk 0:09:20] } 14. h4 { [%clk 0:09:15] } 14... a5 { [%clk 0:09:00] } 15. a3 { [%clk 0:09:12] } 15... a4 { [%clk 0:08:57] } 16. Nde4 { [%clk 0:08:59] } 16... Qd7 { [%clk 0:08:43] } 17. h5 { [%clk 0:08:54] } 17... Qg4 { [%clk 0:08:36] }
1-0,1257,1266,Vienna Game,44,1. e4 { [%clk 0:10:00] } 1... e5 { [%clk 0:10:00] } 2. Nc3 { [%clk 0:09:58] } 2... c6 { [%clk 0:09:56] } 3. Bc4 { [%clk 0:09:57] } 3... h6 { [%clk 0:09:50] } 4. d4 { [%clk 0:09:55] } 4... Nf6 { [%clk 0:09:45] } 5. dxe5 { [%clk 0:09:50] } 5... Bc5 { [%clk 0:09:39] } 6. exf6 { [%clk 0:09:35] } 6... Qxf6 { [%clk 0:09:39] } 7. Nf3 { [%clk 0:09:34] } 7... O-O { [%clk 0:09:34] } 8. Bf4 { [%clk 0:09:20] } 8... d6 { [%clk 0:09:31] } 9. Qd2 { [%clk 0:09:02] } 9... Nd7 { [%clk 0:09:02] } 10. O-O-O { [%clk 0:08:49] } 10... Ne5 { [%clk 0:08:56] } 11. Bxe5 { [%clk 0:08:06] } 11... dxe5 { [%clk 0:08:56] } 12. h4 { [%clk 0:07:44] } 12... Bg4 { [%clk 0:04:48] } 13. Qe2 { [%clk 0:07:29] } 13... Kh8 { [%clk 0:03:59] } 14. h5 { [%clk 0:07:07] } 14... b5 { [%clk 0:02:48] } 15. Bd3 { [%clk 0:06:58] } 15... a5 { [%clk 0:02:34] } 16. Rh4 { [%clk 0:06:39] } 16... b4 { [%clk 0:02:25] } 17. Nb1 { [%clk 0:06:15] } 17... Bxf3 { [%clk 0:02:10] } 18. gxf3 { [%clk 0:06:10] } 18... Qxh4 { [%clk 0:01:57] } 19. f4 { [%clk 0:06:02] } 19... Qxf4+ { [%clk 0:01:36] } 20. Nd2 { [%clk 0:05:56] } 20... Qxf2 { [%clk 0:01:23] } 21. Qxf2 { [%clk 0:05:53] } 21... Bxf2 { [%clk 0:01:21] } 22. Nf3 { [%clk 0:05:34] } 22... a4 { [%clk 0:00:57] } 23. Nxe5 { [%clk 0:05:29] } 23... b3 { [%clk 0:00:53] } 24. cxb3 { [%clk 0:05:22] } 24... axb3 { [%clk 0:00:51] } 25. a3 { [%clk 0:05:21] } 25... Ra7 { [%clk 0:00:41] } 26. Nxc6 { [%clk 0:05:03] } 26... Rc7 { [%clk 0:00:39] } 27. Bb5 { [%clk 0:04:57] } 27... Rfc8 { [%clk 0:00:34] } 28. Kd2 { [%clk 0:04:27] } 28... Rxc6 { [%clk 0:00:30] } 29. Bxc6 { [%clk 0:04:25] } 29... Rxc6 { [%clk 0:00:30] } 30. Ke2 { [%clk 0:04:24] } 30... Rc2+ { [%clk 0:00:27] } 31. Rd2 { [%clk 0:04:05] } 31... Rxd2+ { [%clk 0:00:24] } 32. Kxd2 { [%clk 0:04:03] } 32... Bh4 { [%clk 0:00:19] } 33. Ke3 { [%clk 0:04:01] } 33... g6 { [%clk 0:00:17] } 34. hxg6 { [%clk 0:03:57] } 34... fxg6 { [%clk 0:00:15] } 35. Kf4 { [%clk 0:03:55] } 35... Bf6 { [%clk 0:00:13] } 36. e5 { [%clk 0:03:52] } 36... Be7 { [%clk 0:00:11] } 37. Kg4 { [%clk 0:03:46] } 37... Kg7 { [%clk 0:00:11] } 38. Kf4 { [%clk 0:03:44] } 38... h5 { [%clk 0:00:11] } 39. Kg3 { [%clk 0:03:35] } 39... g5 { [%clk 0:00:10] } 40. Kf3 { [%clk 0:03:30] } 40... Kg6 { [%clk 0:00:10] } 41. Ke4 { [%clk 0:03:26] } 41... g4 { [%clk 0:00:09] } 42. Kd5 { [%clk 0:03:25] } 42... g3 { [%clk 0:00:06] } 43. e6 { [%clk 0:03:24] } 43... g2 { [%clk 0:00:03] } 44. Kc6 { [%clk 0:03:22] } 44... g1=Q { [%clk 0:00:00] } 45. Kd7 { [%clk 0:03:21] }
0-1,1039,1122,Queen's Pawn Game: Accelerated London System,13,1. d4 { [%clk 0:10:00] } 1... d5 { [%clk 0:10:00] } 2. Bf4 { [%clk 0:09:57] } 2... Nc6 { [%clk 0:09:34] } 3. Nf3 { [%clk 0:09:49] } 3... e6 { [%clk 0:09:28] } 4. e3 { [%clk 0:09:37] } 4... Nf6 { [%clk 0:09:22] } 5. c3 { [%clk 0:09:10] } 5... Bd6 { [%clk 0:09:17] } 6. Bg3 { [%clk 0:08:59] } 6... Bxg3 { [%clk 0:09:14] } 7. hxg3 { [%clk 0:08:57] } 7... O-O { [%clk 0:09:09] } 8. Ne5 { [%clk 0:08:54] } 8... Nxe5 { [%clk 0:08:55] } 9. dxe5 { [%clk 0:08:51] } 9... Ne4 { [%clk 0:08:53] } 10. Qh5 { [%clk 0:08:44] } 10... h6 { [%clk 0:08:45] } 11. Nd2 { [%clk 0:08:18] } 11... Qf6 { [%clk 0:08:35] } 12. Bd3 { [%clk 0:08:09] } 12... Qxf2+ { [%clk 0:08:30] } 13. Kd1 { [%clk 0:07:52] } 13... Qxd2# { [%clk 0:08:27] }
0-1,1563,1575,Three Knights Opening,29,1. e4 { [%clk 0:10:00] } 1... e5 { [%clk 0:10:00] } 2. Nf3 { [%clk 0:09:59] } 2... Nc6 { [%clk 0:09:58] } 3. Nc3 { [%clk 0:09:57] } 3... Bc5 { [%clk 0:09:48] } 4. Nxe5 { [%clk 0:09:56] } 4... Nxe5 { [%clk 0:09:43] } 5. d4 { [%clk 0:09:54] } 5... Nf3+ { [%clk 0:09:24] } 6. gxf3 { [%clk 0:09:37] } 6... Bb4 { [%clk 0:09:15] } 7. Bd2 { [%clk 0:09:35] } 7... Nf6 { [%clk 0:09:08] } 8. a3 { [%clk 0:09:33] } 8... Ba5 { [%clk 0:09:05] } 9. Qb1 { [%clk 0:09:25] } 9... O-O { [%clk 0:08:57] } 10. e5 { [%clk 0:09:10] } 10... Qe7 { [%clk 0:08:49] } 11. Nd5 { [%clk 0:08:28] } 11... Bxd2+ { [%clk 0:08:38] } 12. Kxd2 { [%clk 0:08:25] } 12... Nxd5 { [%clk 0:08:38] } 13. Bc4 { [%clk 0:08:12] } 13... Nb6 { [%clk 0:08:30] } 14. Qa2 { [%clk 0:08:10] } 14... Qg5+ { [%clk 0:08:15] } 15. Ke1 { [%clk 0:08:05] } 15... c6 { [%clk 0:08:05] } 16. Ke2 { [%clk 0:08:00] } 16... d5 { [%clk 0:08:03] } 17. Rag1 { [%clk 0:07:56] } 17... Qe7 { [%clk 0:07:45] } 18. Bd3 { [%clk 0:07:53] } 18... f6 { [%clk 0:07:27] } 19. Qb1 { [%clk 0:07:51] } 19... fxe5 { [%clk 0:07:23] } 20. h4 { [%clk 0:07:41] } 20... exd4+ { [%clk 0:07:20] } 21. Kd2 { [%clk 0:07:38] } 21... Bf5 { [%clk 0:06:57] } 22. Re1 { [%clk 0:07:33] } 22... Qf6 { [%clk 0:06:31] } 23. h5 { [%clk 0:07:17] } 23... Qh6+ { [%clk 0:06:21] } 24. Kd1 { [%clk 0:06:57] } 24... Bxd3 { [%clk 0:06:08] } 25. cxd3 { [%clk 0:06:56] } 25... Rxf3 { [%clk 0:06:06] } 26. Ref1 { [%clk 0:06:36] } 26... Raf8 { [%clk 0:05:43] } 27. Rh2 { [%clk 0:06:27] } 27... Qf4 { [%clk 0:04:53] } 28. h6 { [%clk 0:06:16] } 28... g6 { [%clk 0:04:36] } 29. Kc2 { [%clk 0:06:10] } 29... Qxh2 { [%clk 0:04:32] }
0-1,1572,1552,"Sicilian Defense: Accelerated Dragon, Modern Variation",21,1. e4 { [%clk 0:02:00] } 1... c5 { [%clk 0:02:00] } 2. Nf3 { [%clk 0:02:00] } 2... Nc6 { [%clk 0:02:01] } 3. d4 { [%clk 0:02:01] } 3... cxd4 { [%clk 0:02:01] } 4. Nxd4 { [%clk 0:02:02] } 4... g6 { [%clk 0:02:01] } 5. Nc3 { [%clk 0:02:01] } 5... Bg7 { [%clk 0:02:02] } 6. Be3 { [%clk 0:02:02] } 6... Nf6 { [%clk 0:02:01] } 7. Qd2 { [%clk 0:02:03] } 7... O-O { [%clk 0:02:00] } 8. Nxc6 { [%clk 0:02:02] } 8... bxc6 { [%clk 0:01:59] } 9. Bh6 { [%clk 0:02:03] } 9... Qb6 { [%clk 0:01:39] } 10. Bxg7 { [%clk 0:02:02] } 10... Kxg7 { [%clk 0:01:39] } 11. O-O-O { [%clk 0:02:01] } 11... Rb8 { [%clk 0:01:37] } 12. b3 { [%clk 0:02:01] } 12... a5 { [%clk 0:01:36] } 13. h4 { [%clk 0:01:59] } 13... Qb4 { [%clk 0:01:34] } 14. a4 { [%clk 0:01:55] } 14... Qa3+ { [%clk 0:01:32] } 15. Kb1 { [%clk 0:01:55] } 15... d6 { [%clk 0:01:21] } 16. Be2 { [%clk 0:01:50] } 16... Be6 { [%clk 0:01:21] } 17. Na2 { [%clk 0:01:26] } 17... Bxb3 { [%clk 0:01:20] } 18. cxb3 { [%clk 0:01:27] } 18... Rxb3+ { [%clk 0:01:19] } 19. Ka1 { [%clk 0:01:27] } 19... Nxe4 { [%clk 0:01:18] } 20. Qd4+ { [%clk 0:01:22] } 20... Kg8 { [%clk 0:01:17] } 21. Qxe4 { [%clk 0:01:22] } 21... Qb2# { [%clk 0:01:15] }
1-0,1942,2167,Caro-Kann Defense: Hillbilly Attack,45,1. e4 { [%clk 0:00:30] } 1... c6 { [%clk 0:00:30] } 2. Bc4 { [%clk 0:00:29] } 2... d5 { [%clk 0:00:30] } 3. exd5 { [%clk 0:00:29] } 3... cxd5 { [%clk 0:00:30] } 4. Bb3 { [%clk 0:00:28] } 4... Bf5 { [%clk 0:00:29] } 5. c4 { [%clk 0:00:28] } 5... Nf6 { [%clk 0:00:29] } 6. cxd5 { [%clk 0:00:28] } 6... Nxd5 { [%clk 0:00:27] } 7. Bxd5 { [%clk 0:00:28] } 7... Qxd5 { [%clk 0:00:26] } 8. Nf3 { [%clk 0:00:27] } 8... Bg4 { [%clk 0:00:25] } 9. O-O { [%clk 0:00:27] } 9... e6 { [%clk 0:00:24] } 10. d4 { [%clk 0:00:25] } 10... Bd6 { [%clk 0:00:23] } 11. Nbd2 { [%clk 0:00:24] } 11... h5 { [%clk 0:00:22] } 12. Qb3 { [%clk 0:00:23] } 12... Bxf3 { [%clk 0:00:20] } 13. Nxf3 { [%clk 0:00:21] } 13... Qf5 { [%clk 0:00:18] } 14. Qa4+ { [%clk 0:00:19] } 14... Nc6 { [%clk 0:00:17] } 15. Ne5 { [%clk 0:00:18] } 15... Bxe5 { [%clk 0:00:15] } 16. dxe5 { [%clk 0:00:18] } 16... Qxe5 { [%clk 0:00:14] } 17. Be3 { [%clk 0:00:16] } 17... g6 { [%clk 0:00:12] } 18. Qf4 { [%clk 0:00:15] } 18... Qxf4 { [%clk 0:00:11] } 19. Bxf4 { [%clk 0:00:15] } 19... O-O { [%clk 0:00:10] } 20. Bg5 { [%clk 0:00:14] } 20... Kg7 { [%clk 0:00:09] } 21. Bf6+ { [%clk 0:00:14] } 21... Kxf6 { [%clk 0:00:08] } 22. f3 { [%clk 0:00:14] } 22... Rad8 { [%clk 0:00:08] } 23. f4 { [%clk 0:00:14] } 23... Kg7 { [%clk 0:00:07] } 24. g3 { [%clk 0:00:14] } 24... e5 { [%clk 0:00:06] } 25. Rac1 { [%clk 0:00:13] } 25... exf4 { [%clk 0:00:06] } 26. gxf4 { [%clk 0:00:12] } 26... Nd4 { [%clk 0:00:06] } 27. Rf2 { [%clk 0:00:12] } 27... Ne2+ { [%clk 0:00:05] } 28. Rxe2 { [%clk 0:00:11] } 28... Rd3 { [%clk 0:00:05] } 29. Rce1 { [%clk 0:00:11] } 29... Rd4 { [%clk 0:00:05] } 30. Re4 { [%clk 0:00:10] } 30... Rd3 { [%clk 0:00:04] } 31. R4e3 { [%clk 0:00:09] } 31... Rd5 { [%clk 0:00:04] } 32. R3e2 { [%clk 0:00:09] } 32... Rf5 { [%clk 0:00:04] } 33. Re3 { [%clk 0:00:08] } 33... Ra5 { [%clk 0:00:04] } 34. Rf3 { [%clk 0:00:08] } 34... Rxa2 { [%clk 0:00:04] } 35. Ref1 { [%clk 0:00:08] } 35... Ra5 { [%clk 0:00:04] } 36. R3f2 { [%clk 0:00:07] } 36... Rf5 { [%clk 0:00:03] } 37. Rf3 { [%clk 0:00:07] } 37... Re8 { [%clk 0:00:03] } 38. b4 { [%clk 0:00:07] } 38... Re4 { [%clk 0:00:03] } 39. b5 { [%clk 0:00:06] } 39... Ra4 { [%clk 0:00:03] } 40. b6 { [%clk 0:00:06] } 40... axb6 { [%clk 0:00:02] } 41. R3f2 { [%clk 0:00:06] } 41... b5 { [%clk 0:00:02] } 42. Rg2 { [%clk 0:00:06] } 42... Rb4 { [%clk 0:00:02] } 43. Rxg6+ { [%clk 0:00:06] } 43... fxg6 { [%clk 0:00:01] } 44. Rf2 { [%clk 0:00:06] } 44... Kf6 { [%clk 0:00:01] } 45. h4 { [%clk 0:00:06] } 45... Rfxf4 { [%clk 0:00:01] } 46. Kg2 { [%clk 0:00:05] }
0-1,1339,1246,Petrov's Defense,24,1. e4 { [%clk 0:01:00] } 1... e5 { [%clk 0:01:00] } 2. Nf3 { [%clk 0:01:00] } 2... Nf6 { [%clk 0:00:59] } 3. Nxe5 { [%clk 0:00:57] } 3... Be7 { [%clk 0:00:58] } 4. Nxf7 { [%clk 0:00:56] } 4... O-O { [%clk 0:00:58] } 5. Bc4 { [%clk 0:00:55] } 5... Rxf7 { [%clk 0:00:57] } 6. e5 { [%clk 0:00:52] } 6... Ne4 { [%clk 0:00:46] } 7. Qf3 { [%clk 0:00:51] } 7... d5 { [%clk 0:00:45] } 8. exd6 { [%clk 0:00:49] } 8... Nxd6 { [%clk 0:00:36] } 9. Bxf7+ { [%clk 0:00:40] } 9... Nxf7 { [%clk 0:00:33] } 10. O-O { [%clk 0:00:38] } 10... Bf6 { [%clk 0:00:32] } 11. c3 { [%clk 0:00:35] } 11... Nd7 { [%clk 0:00:32] } 12. d4 { [%clk 0:00:34] } 12... Rb8 { [%clk 0:00:29] } 13. Re1 { [%clk 0:00:33] } 13... b6 { [%clk 0:00:28] } 14. Re6 { [%clk 0:00:30] } 14... Bb7 { [%clk 0:00:26] } 15. Qf5 { [%clk 0:00:27] } 15... Nf8 { [%clk 0:00:21] } 16. Bg5 { [%clk 0:00:19] } 16... Nxe6 { [%clk 0:00:19] } 17. Bxf6 { [%clk 0:00:18] } 17... gxf6 { [%clk 0:00:18] } 18. Qxe6 { [%clk 0:00:17] } 18... Qe8 { [%clk 0:00:15] } 19. Qg4+ { [%clk 0:00:16] } 19... Kf8 { [%clk 0:00:13] } 20. Nd2 { [%clk 0:00:15] } 20... Rd8 { [%clk 0:00:11] } 21. Ne4 { [%clk 0:00:14] } 21... Bxe4 { [%clk 0:00:09] } 22. Re1 { [%clk 0:00:11] } 22... Bc6 { [%clk 0:00:07] } 23. Rxe8+ { [%clk 0:00:09] } 23... Rxe8 { [%clk 0:00:07] } 24. Qh4 { [%clk 0:00:07] } 24... Re1# { [%clk 0:00:06] }
1-0,2282,2395,Queen's Pawn Game: Zukertort Variation,48,1. d4 { [%clk 0:00:30] } 1... d5 { [%clk 0:00:30] } 2. Nf3 { [%clk 0:00:30] } 2... e5 { [%clk 0:00:29] } 3. e3 { [%clk 0:00:30] } 3... e4 { [%clk 0:00:29] } 4. Ne5 { [%clk 0:00:29] } 4... Nc6 { [%clk 0:00:28] } 5. Bb5 { [%clk 0:00:28] } 5... Bd7 { [%clk 0:00:27] } 6. Nxd7 { [%clk 0:00:27] } 6... Qxd7 { [%clk 0:00:27] } 7. Bxc6 { [%clk 0:00:26] } 7... bxc6 { [%clk 0:00:27] } 8. Nc3 { [%clk 0:00:26] } 8... f5 { [%clk 0:00:26] } 9. Qh5+ { [%clk 0:00:25] } 9... g6 { [%clk 0:00:25] } 10. Qe2 { [%clk 0:00:24] } 10... Nf6 { [%clk 0:00:25] } 11. Bd2 { [%clk 0:00:23] } 11... Bd6 { [%clk 0:00:25] } 12. O-O-O { [%clk 0:00:22] } 12... Rb8 { [%clk 0:00:24] } 13. f3 { [%clk 0:00:22] } 13... Qc8 { [%clk 0:00:24] } 14. fxe4 { [%clk 0:00:21] } 14... dxe4 { [%clk 0:00:24] } 15. b3 { [%clk 0:00:20] } 15... Qb7 { [%clk 0:00:23] } 16. Kb1 { [%clk 0:00:19] } 16... Bb4 { [%clk 0:00:22] } 17. Na4 { [%clk 0:00:17] } 17... Be7 { [%clk 0:00:20] } 18. Bc3 { [%clk 0:00:16] } 18... O-O { [%clk 0:00:19] } 19. Nc5 { [%clk 0:00:15] } 19... Bxc5 { [%clk 0:00:18] } 20. dxc5 { [%clk 0:00:15] } 20... Nd5 { [%clk 0:00:18] } 21. Qc4 { [%clk 0:00:14] } 21... a5 { [%clk 0:00:17] } 22. Bxa5 { [%clk 0:00:12] } 22... Qb5 { [%clk 0:00:14] } 23. Qxb5 { [%clk 0:00:11] } 23... Rxb5 { [%clk 0:00:14] } 24. Bd2 { [%clk 0:00:10] } 24... Rfb8 { [%clk 0:00:14] } 25. c4 { [%clk 0:00:09] } 25... Rxb3+ { [%clk 0:00:11] } 26. axb3 { [%clk 0:00:08] } 26... Rxb3+ { [%clk 0:00:11] } 27. Kc2 { [%clk 0:00:08] } 27... Nb4+ { [%clk 0:00:10] } 28. Bxb4 { [%clk 0:00:07] } 28... Rxb4 { [%clk 0:00:09] } 29. Rb1 { [%clk 0:00:07] } 29... Rxc4+ { [%clk 0:00:08] } 30. Kd2 { [%clk 0:00:07] } 30... Rxc5 { [%clk 0:00:08] } 31. Ke2 { [%clk 0:00:07] } 31... Rd5 { [%clk 0:00:07] } 32. Rhd1 { [%clk 0:00:07] } 32... Rd6 { [%clk 0:00:05] } 33. Rxd6 { [%clk 0:00:07] } 33... cxd6 { [%clk 0:00:05] } 34. Rc1 { [%clk 0:00:06] } 34... Kf7 { [%clk 0:00:05] } 35. Rxc6 { [%clk 0:00:06] } 35... Ke6 { [%clk 0:00:05] } 36. Ra6 { [%clk 0:00:05] } 36... h5 { [%clk 0:00:05] } 37. Ra7 { [%clk 0:00:05] } 37... Ke5 { [%clk 0:00:04] } 38. g3 { [%clk 0:00:05] } 38... Kf6 { [%clk 0:00:04] } 39. Ra6 { [%clk 0:00:04] } 39... Ke5 { [%clk 0:00:04] } 40. Rc6 { [%clk 0:00:04] } 40... d5 { [%clk 0:00:03] } 41. Rc5 { [%clk 0:00:04] } 41... f4 { [%clk 0:00:03] } 42. Rb5 { [%clk 0:00:04] } 42... f3+ { [%clk 0:00:02] } 43. Kf2 { [%clk 0:00:04] } 43... Kd6 { [%clk 0:00:02] } 44. Rb4 { [%clk 0:00:03] } 44... Kc5 { [%clk 0:00:02] } 45. Rd4 { [%clk 0:00:03] } 45... Kd6 { [%clk 0:00:01] } 46. h3 { [%clk 0:00:03] } 46... Ke6 { [%clk 0:00:01] } 47. g4 { [%clk 0:00:03] } 47... Kf6 { [%clk 0:00:00] } 48. gxh5 { [%clk 0:00:03] } 48... gxh5 { [%clk 0:00:00] } 49. Rxd5 { [%clk 0:00:03] }
1-0,1016,934,Queen's Gambit Declined,25,1. d4 { [%clk 0:05:00] } 1... d5 { [%clk 0:05:00] } 2. c4 { [%clk 0:04:59] } 2... e6 { [%clk 0:04:59] } 3. Bf4 { [%clk 0:04:54] } 3... Bb4+ { [%clk 0:04:58] } 4. Nc3 { [%clk 0:04:50] } 4... Bxc3+ { [%clk 0:04:56] } 5. bxc3 { [%clk 0:04:47] } 5... Na6 { [%clk 0:04:53] } 6. e3 { [%clk 0:04:45] } 6... Nf6 { [%clk 0:04:52] } 7. h3 { [%clk 0:04:41] } 7... Ne4 { [%clk 0:04:40] } 8. Qg4 { [%clk 0:04:30] } 8... O-O { [%clk 0:04:16] } 9. Be5 { [%clk 0:04:25] } 9... f6 { [%clk 0:04:03] } 10. Bf4 { [%clk 0:04:12] } 10... f5 { [%clk 0:03:54] } 11. Qf3 { [%clk 0:03:42] } 11... Ng5 { [%clk 0:03:42] } 12. Qh5 { [%clk 0:03:34] } 12... h6 { [%clk 0:03:30] } 13. Nf3 { [%clk 0:03:25] } 13... Nxf3+ { [%clk 0:03:22] } 14. Qxf3 { [%clk 0:03:12] } 14... g5 { [%clk 0:03:16] } 15. Bg3 { [%clk 0:03:02] } 15... Qe8 { [%clk 0:03:13] } 16. h4 { [%clk 0:02:57] } 16... g4 { [%clk 0:02:59] } 17. Qf4 { [%clk 0:02:52] } 17... Rf6 { [%clk 0:02:45] } 18. f3 { [%clk 0:02:41] } 18... c6 { [%clk 0:02:30] } 19. fxg4 { [%clk 0:02:36] } 19... Qg6 { [%clk 0:01:56] } 20. g5 { [%clk 0:02:31] } 20... hxg5 { [%clk 0:01:51] } 21. hxg5 { [%clk 0:02:30] } 21... Rf7 { [%clk 0:01:33] } 22. Rh6 { [%clk 0:02:24] } 22... Qg7 { [%clk 0:00:44] } 23. g6 { [%clk 0:02:24] } 23... Qf8 { [%clk 0:00:13] } 24. gxf7+ { [%clk 0:02:19] } 24... Qxf7 { [%clk 0:00:11] } 25. Qg5+ { [%clk 0:02:16] } 25... Kf8 { [%clk 0:00:09] } 26. Rh8+ { [%clk 0:02:13] }
